"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ATP6V1E2",215.017324550963,0.0102089748288426,0.122327834011922,0,1,1
"NTAN1P2",11.3375094817114,0.336951980263302,0.162823904384472,0,1,1
"GLI4",910.568570989626,0.418286862964424,0.16839696856037,0,1,1
"LINC01511",59.6145426862734,-1.74716969560683,0.368258560220121,-2.02892689082426,0.0424657373504615,1
"AC096751.1",7.57308450023189,-0.122584315319197,0.329664780611926,0,1,1
"AC093535.1",35.7972327210213,0.442514215481406,0.268131146072639,0,1,1
"AC010210.1",47.3741793072995,0.227195069735668,0.159123119038637,0,1,1
"AC110768.2",2.39673653218538,1.36473877790536,0.484612875069072,0.752639470945498,0.451666592028265,1
"AC012645.1",79.193826768482,0.525675348987114,0.170536319042291,0,1,1
"LINC01182",6.07558559330042,1.45080956375579,0.370963089949089,1.21524101984825,0.224274179619726,1
"CXXC5-AS1",6.76704854316659,-0.474868408847411,0.221046482020785,0,1,1
"AC068580.4",10.1964239447147,-0.794402042208567,0.213491144625989,0,1,1
"PABPC1P7",9.40829391969714,-0.0575299588601369,0.178930900043963,0,1,1
"AC023794.3",53.0517979396171,-0.299297413278567,0.216411406851408,0,1,1
"AC112206.4",199.257364803711,1.21168512109058,0.334876051042103,0.632129769900945,0.527302083754483,1
"REELD1",36.3852427536329,0.535144770037359,0.279499353453489,0,1,1
"LINC00491",240.601682306708,-1.37546857631557,0.436914247601033,-0.859364459678661,0.39013947125602,1
"AC009123.1",6.48621213496566,0.631646690634957,0.433636403982246,0,1,1
"KHDRBS2-OT1",20.8084776223121,0.53516058508281,0.293783028889227,0,1,1
"NAIPP1",9.64759599942852,0.0635540164135608,0.209952020337216,0,1,1
"SELENOP",691.347983953157,0.499240050318496,0.225940841724452,0,1,1
"TPM3P6",24.4950080265245,0.0146169658928036,0.16472690880403,0,1,1
"AC025178.1",18.0241641474117,0.0887787005898778,0.148569307049415,0,1,1
"AC005865.1",11.1124724485038,0.214160249701666,0.310815195697074,0,1,1
"AC106865.1",33.2787653700015,0.497084100584344,0.392512739712165,0,1,1
"AC093730.1",8.37333509393101,1.88015898944218,1.4221576512057,0.6188898879783,0.535988900504938,1
"SNHG18",185.573525574035,0.640542647278099,0.243640896081537,0,1,1
"AC127070.2",116.275929316493,-0.363899301774138,0.160637816377284,0,1,1
"ALG1L12P",7.69074479881119,0.21770939774285,0.226814318406752,0,1,1
"PRODH2",8.49945397203021,0.104045575676777,0.44415412802092,0,1,1
"ZBED3-AS1",97.1173784729591,0.477629988308715,0.148780170709782,0,1,1
"AC010255.2",332.568399413148,-0.511400405224989,0.49112169312472,0,1,1
"AC073648.3",87.0340113383219,0.0733758528385551,0.31626525772431,0,1,1
"EPHA5-AS1",14.2567142191454,2.01492681229081,0.813647447738217,1.24737908920148,0.212258530179751,1
"HNRNPKP1",36.2550641236392,-2.98201751208285e-05,0.15768409767559,0,1,1
"METTL21EP",9.2419556820839,-0.0554511207513469,0.171369430432315,0,1,1
"OR7E85P",7.27182957557574,-2.16235723035563,0.558794247235543,-2.08011667282908,0.0375148326852833,1
"RNPS1P1",7.70799682630645,0.175325170498197,0.20028763564429,0,1,1
"AC125807.2",71.4406350171436,-1.35571554508289,0.304091255433128,-1.16976578157839,0.242095237593851,1
"GMDS-DT",429.2500357047,-0.0488168953917189,0.0709291291671419,0,1,1
"AC138956.1",6.01276710921192,-0.150092781952662,0.311964209728709,0,1,1
"AC073475.1",18.8187007132204,-0.0843114551499787,0.157147890166364,0,1,1
"ENPP7P11",108.052697285397,0.0711180801461708,0.264960035340806,0,1,1
"AC091180.4",4.64513827518964,0.330548499234848,0.214029874489561,0,1,1
"GLUD1P3",91.245785763112,-0.11947972403407,0.0894873235005968,0,1,1
"H3P14",11.863571018108,0.0174287162278315,0.178548787056518,0,1,1
"AC022905.1",16.7080851121782,-1.3904001868598,0.464828347033704,-0.839880332925324,0.400975485740594,1
"GAPDHP35",78.3659318114663,0.0518860327794164,0.263834077598065,0,1,1
"LINC02600",57.4983483854346,0.267729536144509,0.49227987170548,0,1,1
"SNHG21",46.3733638830308,-0.0597052717679905,0.127763248343907,0,1,1
"AC098851.1",6.50263817133136,0.138866687583287,0.265188453010944,0,1,1
"TMEM30BP1",5.22081103391726,0.325379438299909,0.390973029000855,0,1,1
"AC136604.2",27.0788808291251,0.0114637060548755,0.146318209224578,0,1,1
"GGCTP1",17.6431878377433,0.549245820111478,0.180722934979045,0,1,1
"AC244502.1",1002.22850878968,0.0676546292006264,0.348477940906673,0,1,1
"THAP9-AS1",1796.93368385196,-0.119026197670371,0.09403014588483,0,1,1
"AC114980.1",25.785078976721,0.160273970069842,0.132872849566551,0,1,1
"AC087854.1",57.5326083562613,-0.00148413154337359,0.135561406800983,0,1,1
"IGKV2D-40",22.4926048705553,-0.0678370189931012,0.554890503963549,0,1,1
"RBX1P2",24.8859272106111,0.513282290364713,0.192338504702025,0,1,1
"LINC02512",12.7868398002345,2.75757415479334,0.958768229876105,1.83315852572676,0.0667789996463264,1
"AC104126.1",16.5825973708498,0.792660519239066,0.380611101942623,0,1,1
"AC093866.1",169.9122935423,-1.02090745123896,0.308519809604082,-0.0677669653231946,0.9459711411402,1
"LINC02506",3.42184886942565,-0.975100376708415,0.734274555967285,0,1,1
"AC025171.3",23.1411345476496,0.066817916500337,0.195551684954336,0,1,1
"AF117829.1",302.304414827469,0.0706277924815371,0.164003308306589,0,1,1
"MRPS30-DT",85.8882512623253,-0.00349797577126974,0.228724987177051,0,1,1
"AP002490.1",21.6090926401981,0.122179752647113,0.171834531677658,0,1,1
"AC025539.1",9.62830791018389,1.08112463109919,0.316248416115834,0.256521857391629,0.797547905175376,1
"AC020661.1",63.3989694912801,1.10812157309547,0.200074890507043,0.540405509264338,0.58891740926723,1
"GSTCD-AS1",5.23829693409681,-0.0644700360456136,0.177978343518648,0,1,1
"AC079140.3",32.9460113962822,-0.282594450493579,0.176718478377633,0,1,1
"ZNF674",184.816629897885,0.133642825501379,0.0937077444280064,0,1,1
"LINC00923",130.820148478483,0.471053498558508,0.407684115851738,0,1,1
"AC136632.2",20.2088066990441,0.940723434176659,0.248279866714544,0,1,1
"LINC01337",11.5927862818281,0.66817723843848,0.31488665718847,0,1,1
"LINC02714",54.9459401391748,-0.661727966248444,0.48889817021058,0,1,1
"ZNF345",323.901860061845,0.0549126316384848,0.109033928854063,0,1,1
"AC010457.1",7.32846761679769,0.13202813019294,0.338751602128223,0,1,1
"AC004069.1",22.076341249634,0.525816011118973,0.150453758818044,0,1,1
"ALG1L2",37.1190086817703,0.0914739968469935,0.15794242879658,0,1,1
"TUBB7P",18.897279003111,-0.490441829741415,0.353076710633372,0,1,1
"LINC02384",109.715161653881,-1.88160676107417,0.426409214770396,-2.06751338980533,0.0386858038244855,1
"AC026704.1",5.69345334417247,-0.228039708514182,0.421776401108938,0,1,1
"AC104123.1",4.81659594058001,0.899934515228823,0.347729032172569,0,1,1
"SHANK3",1457.47107619182,0.313528942373856,0.166777288948074,0,1,1
"LINC02728",18.2978058362513,-0.335941473612743,0.183280815391186,0,1,1
"AC114939.1",6.4784758946316,0.0248839633488241,0.163289698867083,0,1,1
"LINC02475",28.1048625185188,-2.45439184242261,0.725061504151705,-2.0058875476008,0.0448682471190837,1
"WWC2-AS2",35.197114412475,-1.00510160494397,0.346601327043993,-0.0147189423291506,0.988256407201961,1
"AC012625.1",8.6995603004175,-1.40207172960203,0.416873902077939,-0.964492446271812,0.334799093705327,1
"LINC02315",83.7941521538451,-1.15321663001318,0.486330565973701,-0.315046268388289,0.752726524133383,1
"AC107884.1",134.655265795243,-0.229528006131516,0.217731672686555,0,1,1
"LINC02236",39.744940880242,0.164110096307033,0.304882001536202,0,1,1
"ZNF550",602.177566548231,0.171210310495668,0.113021782080977,0,1,1
"LINC00958",249.683649418174,0.54655141284725,0.377473989604916,0,1,1
"AC008667.3",8.73542260238631,-0.607544518648561,0.220884968320014,0,1,1
"AC079380.1",4.36666203204307,0.765389669219467,0.548530106608662,0,1,1
"LINC01301",52.9682660389697,0.139878946048909,0.211837435379321,0,1,1
"ALDH7A1P1",5.13925774766242,0.350667040399475,0.275245723834289,0,1,1
"AC093827.3",22.0879581787645,0.402407323106436,0.205439936629247,0,1,1
"AC138956.2",13.9418192267623,-0.0132383025168863,0.313883718110937,0,1,1
"AC145285.2",25.9697642992477,0.0600274266018944,0.112681551531503,0,1,1
"LINC02615",140.563166007925,0.774729805539545,0.191193627383481,0,1,1
"LINC01094",77.096960233555,-0.532036559558867,0.232448504323874,0,1,1
"RASGRF2-AS1",4.75880899034457,0.48252883661077,0.303586595196133,0,1,1
"AC092611.1",9.64354263190272,0.239219372058211,0.263040044337868,0,1,1
"AC135352.1",13.755981188979,0.805087981341573,0.370607123290978,0,1,1
"RPL32P3",449.681535078975,-0.131056001203694,0.0962149959698598,0,1,1
"NRBF2P6",14.3761822115736,0.223715789296049,0.185681992297573,0,1,1
"PPIAP11",26.6193908615429,0.239759996173392,0.154684263755281,0,1,1
"PITPNM2-AS1",14.1969897268206,0.133162402631484,0.387513954996988,0,1,1
"AC091849.2",8.74348528239201,1.40213549682197,0.336872719420226,1.19373126299471,0.232583107160209,1
"LINC00605",113.62150607964,-0.363741238929383,0.32250455482883,0,1,1
"IGKV1D-39",26.5438387408259,-1.05289739544196,0.513905136212048,-0.1029322178639,0.918016767341924,1
"MALAT1",9529.19146449275,0.12313411870302,0.145986844050751,0,1,1
"LINC02106",65.6989156229743,0.445280128276832,0.413409985304162,0,1,1
"TRBV21-1",170.409618144424,0.0423533761522872,0.400999572822141,0,1,1
"LINC02482",64.5184997010329,0.297594959396474,0.20446085933553,0,1,1
"AC096751.2",18.0573235026487,0.989904389895511,0.332527253428504,0,1,1
"ABCA11P",65.1559960191744,-0.0386117693312725,0.121846921229873,0,1,1
"AC093916.1",25.4210835394878,-1.04638067837168,0.480791614153926,-0.0964673197416194,0.923149427915228,1
"AC107223.1",45.1049125422452,0.903194797360302,0.257464877188919,0,1,1
"AL928654.1",134.743745667515,0.277296139067557,0.143923438387643,0,1,1
"FAM160A1-DT",8.10307920201931,-0.0801456758157532,0.309496593325961,0,1,1
"AC104825.1",355.40160222686,-0.232847031115323,0.152246346872436,0,1,1
"STPG2-AS1",11.6415784799383,1.47739046035757,0.471342774134333,1.01283076044678,0.31114100522638,1
"AC139491.5",6.14961778806468,0.736457387019871,0.384849674507468,0,1,1
"UNC93B7",11.1722670888828,-1.60270801805277,0.491200242926958,-1.22701083057566,0.219818520235803,1
"NAIPP4",20.366031947288,0.0070980682047613,0.247528198273862,0,1,1
"LINC02754",14.3528991403692,-0.979396901312077,0.348072852744576,0,1,1
"AC092535.3",14.2388597746342,-0.807587845456278,0.348534907203263,0,1,1
"AC092535.4",6.15620649158543,-0.648134565696138,0.305008173339893,0,1,1
"AC136475.1",205.390489319781,-0.115286526699897,0.212326400816073,0,1,1
"PCDHA12",4.32948091128209,0.565502500676766,0.859789413027298,0,1,1
"ZNF346-IT1",12.146698777481,-0.379426814235121,0.142976944607956,0,1,1
"FAM86EP",156.225981189178,0.136953016821278,0.123749509656526,0,1,1
"SNHG27",11.3486489157588,-0.713032001345652,0.329086023694818,0,1,1
"PTX4",5.82696403313788,0.0359697696596195,0.389342161273485,0,1,1
"RNU6-322P",8.02916970280912,0.588606132269782,0.239741846478352,0,1,1
"AC009812.1",108.114460660695,-0.113833799620574,0.110651159773832,0,1,1
"RNU4ATAC18P",5.56742201705656,0.22337859140913,0.182065986858503,0,1,1
"RNU6-415P",11.310423655105,-0.261969159812377,0.176723370680887,0,1,1
"RNY3P16",5.3668668657152,-0.172362698049072,0.318088274089535,0,1,1
"RNU6-118P",5.23469077333634,0.320956886888492,0.233534674276479,0,1,1
"RNU6-1016P",4.89530655403479,-0.444554052520734,0.459616583027261,0,1,1
"AC105339.2",10.8232609876036,-0.0896456888261479,0.237952199926528,0,1,1
"RNU6-850P",4.92888030174386,-0.169190067960506,0.2663191227765,0,1,1
"SCARNA21",14.1120666076241,-0.0830854866898744,0.312895181549548,0,1,1
"RNU6-762P",5.39669956445223,0.229038056888943,0.200737425948437,0,1,1
"AL356356.1",9.99189009524099,0.241170089125875,0.18222343244927,0,1,1
"AC090198.1",95.9379215007469,0.0263206332968074,0.171603777950656,0,1,1
"AC091182.1",160.352319942239,0.578138578096367,0.420282311956128,0,1,1
"AC055854.1",88.5937764718208,-0.257863114153778,0.380585946088573,0,1,1
"IGHV3-62",7.1766505491442,-0.186475535164769,0.52342292410595,0,1,1
"AC009630.1",11.1816763074268,0.150353716482409,0.154815096943938,0,1,1
"AC008632.1",5.31516587740655,0.123857400728504,0.372295349071878,0,1,1
"IGHVII-28-1",16.2349998745838,0.0686294461176764,0.477560131189575,0,1,1
"PCDHGA12",486.416810799079,-1.04457057150862,0.46921966950578,-0.0949887108431929,0.924323793815876,1
"LINC01605",22.8331654633852,-0.528291342461061,0.27768508045145,0,1,1
"WASHC5-AS1",5.06443779758571,-0.0751082501975637,0.206453400033311,0,1,1
"AC104211.1",20.9486828921056,-0.429962852562526,0.275550854078089,0,1,1
"HOXA10-AS",37.0066637341602,-0.046193555900577,0.377597486489499,0,1,1
"TRBV6-7",10.2592558548869,-0.0299479319118856,0.3507453899722,0,1,1
"AC084082.1",6.09259581800745,0.167282035763206,0.216900066769568,0,1,1
"AL137009.1",8.51865341867954,0.0592550610643261,0.256216336070175,0,1,1
"AC037459.2",40.4340868631134,-0.173983536538501,0.188614565601316,0,1,1
"GUSBP3",8.76500565265158,-0.361638965536329,0.427669144972172,0,1,1
"AC040970.1",77.7022519727278,0.439512124259765,0.216324961614029,0,1,1
"AC079209.1",5.46177749879732,-0.139619246611144,0.246874907735564,0,1,1
"AC110998.1",6.62442832639458,-0.998043371850859,0.372703711910455,0,1,1
"IGLV2-5",15.349387283876,-0.444686194953791,0.485450188475078,0,1,1
"C8orf88",79.6628438649291,-0.182576825833012,0.293539981350114,0,1,1
"SHLD3",139.041745615219,0.00399897400311973,0.107811776543957,0,1,1
"IGHV1-67",7.50423427923162,-2.08976560485611,0.56521108742209,-1.92806834315034,0.0538466259550949,1
"CCDC71L",1793.71542725117,-0.049513119832046,0.140824787206252,0,1,1
"TRBV7-7",37.8236116319303,-0.168529969754286,0.359933938686051,0,1,1
"HOXA10",261.763418232947,-0.13880404565486,0.351202273081885,0,1,1
"LINC01606",13.1631365650064,1.52956775652329,0.561638475282314,0.942897931373198,0.345733113112228,1
"STAU2-AS1",5.85121319884798,0.994057126877852,0.28233792719909,0,1,1
"TMEM200B",168.567292930311,-0.484919013892034,0.347736401466554,0,1,1
"PCDHGB6",154.781163491797,-0.382935666265489,0.279197673184032,0,1,1
"AC011676.1",8.00306574224017,-0.322583551143539,0.270542081332062,0,1,1
"SERPINE3",6.74339335045743,-0.0818059758050316,0.219612811948996,0,1,1
"C1orf210",185.302916155569,-0.258430004576698,0.252305691302869,0,1,1
"AC078906.1",6.31798308803338,-1.2716406720563,0.450483281981005,-0.602998341829142,0.546509792306334,1
"MAILR",279.377109743506,0.279876968561227,0.114646270673333,0,1,1
"AL606534.4",17.1113746500335,0.496278220120181,0.325269217571509,0,1,1
"RAD21-AS1",16.1150918478635,0.141564957136532,0.198362608869221,0,1,1
"AC024451.2",5.93900987159973,-0.41331273554716,0.214564566013388,0,1,1
"PCBP2P2",170.467737353385,-0.216142578370451,0.183238202445291,0,1,1
"AC040934.1",5.31441125081935,-0.198893221034248,0.180317267358191,0,1,1
"TUG1",5986.58136264314,-0.03407841150622,0.0819425111605497,0,1,1
"AC008708.1",7.78967191594738,-0.440437574438398,0.481699973106526,0,1,1
"AC069120.1",12.6075739156315,-1.10284873253618,0.392334751408746,-0.26214535461587,0.79320938111951,1
"AC090809.1",9.98771538321219,-1.76874556527063,0.676130959408364,-1.13697731862967,0.255547767526923,1
"COPDA1",5.33958853012474,0.387793667022222,0.556406588859333,0,1,1
"TRNP1",540.738620365287,0.41805981635507,0.273236822948492,0,1,1
"AC022034.3",205.836873691262,2.25343428704894,0.564491716663938,2.22046533199202,0.0263871964796508,1
"AC119403.1",100.786223708625,-0.459735598788671,0.342853830315128,0,1,1
"AC034243.1",20.4133778210722,1.68395329365554,0.3432527492841,1.99256464830076,0.0463091394887708,1
"TRBV7-4",136.286480928403,-0.157795906636674,0.371628537774399,0,1,1
"IGHVIII-13-1",6.53542850876926,-0.263972539319704,0.519527230621886,0,1,1
"AC124067.2",24.2796517530714,0.110643981785029,0.30266610890803,0,1,1
"PCAT1",91.1747312229944,-0.25904295562515,0.299181015206289,0,1,1
"IGLV2-28",39.3511629509387,-0.526000774861488,0.518794344164925,0,1,1
"AC044893.1",0.27131889983298,0.234394395921985,0.761890176421537,0,1,1
"AC091185.1",10.5002838597904,-0.0533288648155112,0.305076956280221,0,1,1
"AC012213.1",5.54834972781957,-0.930408178788465,0.398586093881116,0,1,1
"IGKV1OR22-1",2.23038105576084,0.380626836586377,0.57690913049305,0,1,1
"PCDHGA5",63.5940072151748,-0.793959699319121,0.282612286927025,0,1,1
"LINC02099",6.91650345976443,0.273346815178097,0.434571796228663,0,1,1
"AC025881.1",4.85203201581137,-2.65186544342789,0.748262278643394,-2.20760218786217,0.0272720165019227,1
"ATP6V1G1P2",20.7429036970033,-1.15642242613917,0.542734237899598,-0.288211826739603,0.773184596291434,1
"NACA2",13.8834739361319,0.377328106499154,0.222079551921752,0,1,1
"AC136628.3",143.196600005285,-0.0783521237204573,0.250987306947053,0,1,1
"MIR3142HG",88.9868597757101,-0.377681836263821,0.258764612490854,0,1,1
"TRBV6-8",8.93277181450662,0.124691287699161,0.348226982403654,0,1,1
"AC120193.1",5.13708801302918,-0.998773931428647,0.533221607089101,0,1,1
"PCDHGA7",153.467560455617,-0.291464940981113,0.316371138585582,0,1,1
"FAM86HP",101.600165259446,0.162421340609868,0.129968628971378,0,1,1
"IGHV3-52",6.09066703595428,-0.701420731015291,0.397983011015825,0,1,1
"HOXA-AS2",322.705278430816,-0.058747045218928,0.268387969483874,0,1,1
"AC090578.1",27.7427817911077,-0.749117937016461,0.314549011226388,0,1,1
"OSGEPL1-AS1",26.669184929055,0.241286004862392,0.142239545748576,0,1,1
"NKX2-1-AS1",6.90541062450899,-2.09649874798253,1.18881114698746,-0.922348979281649,0.356346573548744,1
"RNF5P1",57.6028376637387,-0.305891209669284,0.276637453393527,0,1,1
"AC090579.1",19.2320567356246,0.292927266695541,0.186570983170805,0,1,1
"AC018953.1",5.51989545692657,-1.73287129750604,0.522756261703762,-1.40193690864166,0.160934087682706,1
"SLC10A5",21.3125985086257,0.407769998606214,0.149409138985179,0,1,1
"HNRNPA1P38",20.8459634576586,-0.0940939640277105,0.161119742628076,0,1,1
"AC107959.3",8.40681644715151,0.223348030398726,0.397705234278556,0,1,1
"EIF5AL1",214.971135920797,0.572638321233576,0.329647385969128,0,1,1
"AP002852.1",11.7817040208221,-0.00058730580605066,0.269791553346635,0,1,1
"AC022893.1",126.420038898791,-1.35927136081218,0.297433926759812,-1.20790309540682,0.227084538809445,1
"LINCR-0001",14.6581020821015,-0.0199098004687885,0.276587665945661,0,1,1
"PRSS51",8.63219962154765,-0.137861163930178,0.299594497258971,0,1,1
"SOD1P3",7.79330932029452,0.111181718091788,0.393114359499211,0,1,1
"AC009185.1",13.2962703810919,0.0150149343998225,0.253793479417718,0,1,1
"ZFHX4-AS1",53.2476194514785,0.745932969257599,0.504388743819041,0,1,1
"AC100821.1",8.33073486818006,-0.250989798117259,0.303176712107191,0,1,1
"GASAL1",74.8924498116289,0.0633053365452139,0.16497757915489,0,1,1
"AC027117.1",69.8450136193133,-0.128463869981464,0.300399481394961,0,1,1
"TAGLN2P1",12.7271928257344,0.769681047165738,0.231618628281612,0,1,1
"AC027309.2",44.2686987108655,0.327828877579181,0.171875302251211,0,1,1
"LINC01484",4.59459053383228,-0.813398659703026,0.498748410254911,0,1,1
"IGKV2OR22-4",4.09814663391541,-0.778899017873239,0.517684998961464,0,1,1
"IGHEP1",5.31113913348383,-1.81100597709762,0.694405600532639,-1.16791393455862,0.242841482770962,1
"AC011008.1",7.05909347445599,0.987297238140754,0.232034500971357,0,1,1
"KBTBD11-OT1",17.2556819448179,-0.0917941414473799,0.274759652614185,0,1,1
"AC023632.2",67.7464514140485,0.11760480898711,0.0971645213297046,0,1,1
